hh_id,gender,mar_status,rel_rating,age,education,hh_income,empl_status,hh_internet
273526,2,1,1,52,10,13,1,1
273986,1,1,1,53,11,15,1,1
273986,2,1,1,62,10,15,5,1
274126,1,1,2,45,12,17,1,1
274126,2,1,2,44,12,17,1,1
274348,1,2,2,31,9,10,1,1
274348,2,2,4,34,8,10,2,1
274371,1,1,1,57,12,13,1,1
274371,2,1,1,54,10,13,1,1
274736,1,1,1,31,12,14,1,1
274736,2,1,1,32,10,14,7,1
275546,1,1,1,52,9,17,3,1
275546,2,1,2,43,14,17,1,1
275550,1,1,1,60,12,17,1,1
275550,2,1,1,60,10,17,1,1
275736,1,2,1,27,9,13,1,1
275736,2,2,1,24,12,13,4,1
275780,1,1,1,50,10,13,1,1
275780,2,1,1,48,8,13,1,1
275783,1,1,1,27,10,10,1,1
275783,2,1,2,36,11,10,1,1
276399,1,1,1,41,13,19,1,1
276399,2,1,1,35,12,19,1,1
276633,1,1,2,55,10,16,1,1
276633,2,1,1,57,10,16,4,1
277033,1,1,1,63,9,17,1,1
277033,2,1,2,61,13,17,1,1
277382,1,1,1,44,9,12,2,1
277382,2,1,1,44,9,12,7,1
277510,1,1,1,61,13,16,6,1
277510,2,1,1,59,13,16,5,1
277757,1,1,1,46,9,10,1,0
277757,2,1,1,47,10,10,1,0
277838,1,2,1,43,9,8,1,1
277838,2,2,2,39,9,8,1,1
277938,1,1,1,58,10,16,1,1
277938,2,1,1,49,10,16,1,1
278176,1,1,1,42,13,15,1,1
278176,2,1,1,39,10,15,7,1
278655,1,1,2,51,10,16,1,1
278655,2,1,1,46,12,16,1,1
278679,1,1,1,53,13,19,1,1
278679,2,1,1,52,13,19,1,1
279063,1,1,1,40,9,8,4,1
279063,2,1,1,37,9,8,7,1
279329,1,1,1,61,10,17,1,1
279329,2,1,1,62,13,17,5,1
279534,1,1,1,32,13,12,1,1
279534,2,1,2,28,10,12,7,1
279617,1,1,2,58,11,6,2,0
279617,2,1,2,60,10,6,7,0
279751,1,1,1,44,9,16,1,1
279751,2,1,1,40,9,16,1,1
280175,1,1,1,45,9,13,6,1
280175,2,1,3,39,9,13,1,1
280319,1,1,2,61,10,13,1,1
280319,2,1,2,59,12,13,1,1
280610,1,1,1,55,9,15,1,1
280610,2,1,1,54,9,15,1,1
280676,1,1,1,55,9,13,1,1
280676,2,1,1,46,12,13,1,1
281197,1,1,2,31,10,11,1,1
281197,2,1,2,34,11,11,7,1
281419,1,1,1,26,14,11,1,1
281419,2,1,1,26,12,11,7,1
281489,1,1,1,51,10,16,1,1
281489,2,1,1,44,11,16,1,1
282032,1,1,1,58,12,13,1,1
282032,2,1,1,55,12,13,5,1
282669,1,2,4,49,10,7,1,1
282669,2,2,2,48,10,7,4,1
283191,1,1,1,59,14,15,1,1
283191,2,1,1,55,13,15,1,1
283632,1,1,2,64,9,11,1,1
283632,2,1,2,58,10,11,1,1
283656,1,1,1,47,12,17,1,1
283656,2,1,2,47,12,17,1,1
283922,1,1,1,49,9,17,7,1
283922,2,1,1,45,11,17,1,1
284951,1,1,1,30,10,11,1,1
284951,2,1,1,27,7,11,1,1
285116,1,1,1,49,12,17,1,1
285116,2,1,1,50,12,17,7,1
285574,1,1,1,35,12,8,4,1
285574,2,1,3,34,13,8,1,1
285857,1,1,1,59,10,14,1,1
285857,2,1,1,59,10,14,1,1
286583,1,1,1,42,14,16,1,1
286583,2,1,1,46,13,16,1,1
286879,1,1,2,37,9,6,7,1
286879,2,1,2,36,10,6,6,1
287305,1,1,2,41,12,11,1,1
287305,2,1,1,37,13,11,7,1
287318,1,1,4,41,10,12,4,1
287318,2,1,5,37,10,12,1,1
288279,1,1,1,62,10,16,1,1
288279,2,1,1,61,13,16,1,1
288444,1,1,1,24,12,12,1,1
288444,2,1,1,24,10,12,7,1
288517,1,1,1,35,14,11,1,1
288517,2,1,2,29,13,11,4,1
288530,1,2,2,54,10,13,4,1
288530,2,2,1,53,13,13,1,1
289061,1,1,1,48,13,18,1,1
289061,2,1,1,53,12,18,1,1
289248,1,1,1,40,12,17,1,1
289248,2,1,2,32,12,17,1,1
290273,1,1,4,62,12,10,6,1
290273,2,1,5,56,12,10,4,1
290409,1,1,1,60,9,14,5,1
290409,2,1,1,60,9,14,5,1
290685,1,1,1,42,9,14,1,1
290685,2,1,1,45,9,14,1,1
291094,1,1,1,32,14,12,1,1
291094,2,1,1,31,12,12,2,1
291409,1,1,1,42,12,17,1,1
291409,2,1,1,40,12,17,1,1
291506,1,1,1,43,9,15,1,1
291506,2,1,1,41,10,15,1,1
291746,1,1,1,59,9,13,1,1
291746,2,1,1,57,4,13,1,1
291964,1,2,2,33,10,6,4,1
291964,2,2,2,31,11,6,6,1
293052,1,1,1,25,12,12,1,1
293052,2,1,1,21,10,12,7,1
293127,1,2,3,30,12,17,1,1
293127,2,2,2,29,12,17,1,1
293373,1,1,4,55,9,15,1,1
293373,2,1,1,53,11,15,1,1
294100,1,1,1,31,5,4,1,1
294100,2,1,3,32,6,4,7,1
294264,1,1,1,32,9,13,1,1
294264,2,1,1,30,13,13,1,1
294312,1,1,1,41,7,11,1,1
294312,2,1,2,40,10,11,1,1
294634,1,1,1,35,10,14,1,1
294634,2,1,1,33,13,14,1,1
294738,1,1,4,62,10,13,1,1
294738,2,1,5,52,10,13,7,1
294963,1,1,4,60,10,17,1,1
294963,2,1,4,58,10,17,1,1
295515,1,1,1,61,12,19,1,1
295515,2,1,1,63,13,19,5,1
295906,1,1,1,36,9,12,1,1
295906,2,1,2,31,12,12,7,1
297110,1,2,1,51,10,14,2,1
297110,2,2,1,53,12,14,2,1
297385,1,1,1,52,10,14,1,1
297385,2,1,1,48,10,14,1,1
298368,1,1,1,33,12,16,1,1
298368,2,1,1,29,10,16,1,1
299268,1,1,2,40,11,14,1,1
299268,2,1,1,40,11,14,1,1
299287,1,2,2,60,12,13,2,1
299287,2,2,1,52,10,13,2,1
299888,1,1,1,50,10,13,1,1
299888,2,1,1,50,9,13,1,1
299966,1,1,1,41,12,18,1,1
299966,2,1,1,35,14,18,1,1
300614,1,1,2,46,9,13,1,1
300614,2,1,2,45,9,13,1,1
300755,1,1,1,37,4,19,6,1
300755,2,1,1,46,6,19,6,1
301430,1,1,1,63,12,13,5,1
301430,2,1,1,64,10,13,5,1
301756,1,1,1,63,14,16,1,1
301756,2,1,1,63,12,16,1,1
302790,1,1,1,36,13,16,1,1
302790,2,1,1,32,13,16,1,1
303240,1,1,1,64,9,11,5,1
303240,2,1,2,63,10,11,5,1
303416,1,1,1,23,9,9,1,1
303416,2,1,1,24,9,9,7,1
303625,1,1,1,30,12,14,2,1
303625,2,1,1,30,14,14,1,1
303757,1,1,1,48,13,16,1,1
303757,2,1,1,48,12,16,7,1
303830,1,1,1,30,12,13,1,1
303830,2,1,1,27,12,13,1,1
303895,1,1,1,54,13,16,1,1
303895,2,1,1,55,13,16,1,1
304112,1,1,2,61,12,12,5,1
304112,2,1,1,61,12,12,5,1
304372,1,1,2,39,12,15,1,1
304372,2,1,1,36,13,15,7,1
304440,1,1,2,55,9,17,5,1
304440,2,1,2,52,12,17,1,1
304719,1,1,1,43,12,11,1,1
304719,2,1,2,43,12,11,7,1
304770,1,1,1,44,9,17,1,1
304770,2,1,1,42,9,17,1,1
305840,1,1,1,33,9,15,2,1
305840,2,1,1,32,9,15,7,1
306095,1,1,1,41,10,15,1,1
306095,2,1,1,39,12,15,1,1
306215,1,1,1,48,12,17,2,1
306215,2,1,1,58,9,17,2,1
306333,1,1,1,60,10,16,5,1
306333,2,1,1,54,10,16,5,1
306426,1,1,1,27,9,5,1,1
306426,2,1,2,27,9,5,7,1
306673,1,1,1,56,12,17,5,1
306673,2,1,1,57,10,17,1,1
306869,1,1,1,53,9,12,1,0
306869,2,1,1,46,9,12,1,0
306982,1,1,1,44,9,18,1,1
306982,2,1,1,39,14,18,2,1
307648,1,1,1,40,9,13,1,0
307648,2,1,2,35,9,13,7,0
308473,1,1,2,48,12,11,4,1
308473,2,1,1,40,12,11,7,1
308531,1,1,1,25,12,14,7,1
308531,2,1,2,26,12,14,1,1
308902,1,1,1,55,13,19,1,1
308902,2,1,2,54,13,19,1,1
309078,1,1,1,32,9,10,1,1
309078,2,1,1,27,9,10,7,1
309162,1,1,3,45,7,12,1,1
309162,2,1,2,43,10,12,1,1
309534,1,2,2,38,9,6,1,1
309534,2,2,2,31,12,6,4,1
309558,1,1,1,40,12,15,1,1
309558,2,1,2,38,13,15,7,1
310764,1,1,1,54,9,12,1,1
310764,2,1,1,55,9,12,2,1
311317,1,1,1,58,10,11,2,1
311317,2,1,1,55,14,11,1,1
311469,1,1,4,44,7,10,6,1
311469,2,1,5,45,9,10,4,1
311746,1,1,3,44,11,14,1,1
311746,2,1,1,40,9,14,1,1
311930,1,1,1,29,10,13,1,1
311930,2,1,1,25,12,13,7,1
314020,1,1,1,50,10,19,2,1
314020,2,1,2,49,12,19,1,1
314716,1,1,1,42,12,17,1,1
314716,2,1,1,43,13,17,1,1
315524,1,1,3,56,10,15,1,1
315524,2,1,3,54,9,15,7,1
315895,1,1,1,42,12,18,1,1
315895,2,1,1,40,11,18,1,1
316705,1,1,1,43,12,12,1,1
316705,2,1,1,36,12,12,7,1
316784,1,1,1,38,14,16,2,1
316784,2,1,1,38,13,16,7,1
317625,1,1,1,39,12,16,1,1
317625,2,1,1,33,12,16,1,1
318089,1,1,2,29,10,19,2,1
318089,2,1,2,28,10,19,2,1
318352,1,1,1,28,9,12,1,1
318352,2,1,1,29,9,12,1,1
318430,1,1,1,54,12,19,1,1
318430,2,1,1,52,12,19,1,1
319007,1,1,1,62,10,14,2,1
319007,2,1,1,61,9,14,4,1
319191,1,1,1,29,12,14,1,1
319191,2,1,1,29,12,14,1,1
320869,1,1,1,27,10,16,1,1
320869,2,1,1,27,13,16,1,1
321498,1,1,2,49,9,14,2,1
321498,2,1,2,44,12,14,1,1
322494,1,2,1,42,6,4,6,1
322494,2,2,1,32,6,4,6,1
322957,1,1,1,30,12,14,1,1
322957,2,1,1,28,12,14,2,1
323150,1,1,1,38,10,14,1,1
323150,2,1,1,35,10,14,1,1
323250,1,1,1,36,10,14,1,1
323250,2,1,1,36,10,14,1,1
323254,1,1,1,37,9,14,1,1
323254,2,1,2,36,12,14,7,1
323534,1,1,1,28,12,7,1,1
323534,2,1,1,27,12,7,7,1
323538,1,1,1,57,12,17,2,1
323538,2,1,1,56,9,17,1,1
324265,1,1,2,55,13,16,5,1
324265,2,1,1,56,12,16,5,1
324805,1,1,1,30,10,11,1,1
324805,2,1,1,29,12,11,1,1
326170,1,1,2,47,9,15,1,1
326170,2,1,2,56,9,15,7,1
326455,1,2,4,61,10,4,6,1
326455,2,2,4,55,11,4,2,1
326660,1,1,1,27,9,9,1,1
326660,2,1,1,29,11,9,1,1
326930,1,1,1,44,10,13,1,1
326930,2,1,1,50,10,13,1,1
327250,1,1,1,57,12,17,1,1
327250,2,1,1,54,12,17,1,1
327281,1,1,1,38,13,18,1,1
327281,2,1,1,36,13,18,1,1
327322,1,1,1,58,9,11,1,1
327322,2,1,1,56,9,11,6,1
327820,1,1,1,43,12,18,1,1
327820,2,1,1,43,12,18,4,1
327837,1,1,1,40,12,11,1,1
327837,2,1,2,40,12,11,1,1
327973,1,1,1,30,12,16,1,1
327973,2,1,1,30,11,16,1,1
328008,1,1,1,54,9,14,1,1
328008,2,1,1,56,2,14,2,1
328096,1,1,1,24,11,8,1,1
328096,2,1,1,23,10,8,1,1
328138,1,1,1,63,12,14,1,1
328138,2,1,1,64,10,14,5,1
328156,1,1,1,27,12,11,1,1
328156,2,1,2,27,12,11,1,1
328296,1,1,2,57,13,14,1,1
328296,2,1,2,55,13,14,7,1
329010,1,1,2,39,12,14,1,1
329010,2,1,1,36,12,14,7,1
329541,1,1,1,56,12,18,1,1
329541,2,1,1,53,12,18,5,1
329650,1,1,1,47,7,8,1,1
329650,2,1,2,44,10,8,4,1
329793,1,1,1,52,10,14,2,1
329793,2,1,1,52,13,14,1,1
329903,1,1,1,57,8,11,1,1
329903,2,1,1,58,7,11,5,1
329915,1,1,5,62,9,10,5,1
329915,2,1,5,59,10,10,4,1
330138,1,1,1,41,13,17,1,1
330138,2,1,1,35,13,17,2,1
330248,1,1,1,51,13,13,1,1
330248,2,1,1,55,13,13,4,1
330279,1,1,1,55,13,16,1,1
330279,2,1,2,54,13,16,2,1
330340,1,2,2,51,14,8,4,0
330340,2,2,2,50,9,8,1,0
330466,1,1,1,35,12,14,1,1
330466,2,1,2,30,11,14,1,1
330563,1,1,1,36,10,12,1,1
330563,2,1,1,37,12,12,7,1
330660,1,1,3,58,12,18,1,1
330776,2,2,1,51,10,2,6,1
330895,1,1,1,45,12,16,1,1
330895,2,1,1,40,12,16,1,1
331085,1,1,2,38,12,10,1,1
331085,2,1,3,32,8,10,7,1
331223,1,1,1,31,14,16,2,1
331223,2,1,2,27,11,16,7,1
331463,1,1,1,33,12,16,1,1
331463,2,1,1,33,11,16,1,1
331493,1,1,2,56,9,12,3,1
331493,2,1,3,52,11,12,1,1
331561,1,1,4,27,11,9,1,1
331561,2,1,4,29,12,9,1,1
331590,1,1,1,58,13,12,1,1
331590,2,1,1,50,9,12,4,1
331643,1,1,1,34,10,7,6,1
331643,2,1,1,32,10,7,1,1
331671,1,1,1,36,12,13,1,1
331671,2,1,1,33,12,13,7,1
331679,1,2,1,61,10,14,1,1
331679,2,2,1,59,10,14,1,1
331770,1,1,1,38,9,15,1,1
331770,2,1,1,41,12,15,7,1
331910,1,2,2,33,11,7,1,1
331910,2,2,2,33,12,7,1,1
332742,1,1,1,48,4,11,1,1
332742,2,1,1,46,9,11,1,1
333454,1,1,1,62,9,11,6,1
333454,2,1,2,59,9,11,7,1
333460,1,2,2,49,13,19,1,1
333460,2,2,2,39,12,19,1,1
333632,1,1,1,54,12,18,1,1
333632,2,1,1,55,13,18,1,1
333929,1,1,1,40,9,12,1,1
333929,2,1,2,40,9,12,3,1
334416,1,1,1,36,11,14,1,1
334416,2,1,1,30,11,14,7,1
334617,1,1,1,51,12,15,2,1
334617,2,1,1,46,9,15,1,1
335217,1,1,1,49,9,14,1,1
335217,2,1,2,49,12,14,1,1
335283,1,1,1,41,13,8,7,1
335283,2,1,2,41,11,8,7,1
335552,1,2,1,57,10,11,6,1
335552,2,2,1,53,9,11,6,1
336334,1,1,1,30,9,16,1,1
336334,2,1,1,26,10,16,2,1
336343,1,2,2,39,3,9,1,1
336343,2,2,2,40,11,9,2,1
337413,1,1,1,38,10,3,6,0
337413,2,1,1,38,9,3,7,0
337894,1,1,2,34,13,16,1,1
337894,2,1,2,33,12,16,1,1
338415,1,1,1,63,9,15,1,1
338415,2,1,1,56,9,15,1,1
338450,1,1,1,64,12,13,1,1
338450,2,1,2,63,10,13,5,1
338601,1,1,1,61,13,17,1,1
338601,2,1,1,60,10,17,1,1
339497,1,1,2,47,12,16,1,1
339497,2,1,1,44,9,16,4,1
339515,1,2,1,39,10,11,1,1
339515,2,2,1,31,11,11,7,1
339532,1,1,2,44,11,11,7,1
339532,2,1,1,42,11,11,6,1
339848,1,1,1,49,11,8,1,1
339848,2,1,2,45,10,8,1,1
340682,1,1,1,53,9,15,1,1
340682,2,1,1,53,10,15,1,1
340789,1,1,1,43,10,14,1,1
340789,2,1,1,40,12,14,1,1
340945,1,1,1,30,10,8,1,1
340945,2,1,1,26,12,8,7,1
340956,1,1,1,59,12,17,5,1
340956,2,1,4,56,13,17,5,1
341242,1,1,2,59,12,11,1,1
341242,2,1,1,58,11,11,2,1
341600,1,1,1,53,11,10,2,1
341600,2,1,1,54,9,10,7,1
342086,1,1,1,48,14,17,2,1
342086,2,1,2,50,14,17,2,1
342277,1,1,1,54,9,7,6,1
342277,2,1,1,51,9,7,6,1
342355,1,1,1,52,9,13,1,1
342355,2,1,1,50,10,13,1,1
342711,1,1,5,44,12,18,1,1
342711,2,1,2,42,12,18,1,1
342763,1,1,1,42,14,19,1,1
342763,2,1,1,45,14,19,7,1
343342,1,1,2,40,10,16,1,1
343342,2,1,2,42,11,16,1,1
343565,1,1,1,33,11,9,3,1
343565,2,1,2,32,10,9,1,1
343678,1,1,1,53,9,11,1,0
343678,2,1,1,61,9,11,1,0
343778,1,1,1,51,12,17,1,1
343778,2,1,1,44,14,17,1,1
343951,1,2,3,52,13,17,2,1
343951,2,2,2,45,12,17,1,1
343994,1,1,1,42,9,18,2,1
343994,2,1,1,36,12,18,2,1
344111,1,1,2,48,10,14,2,1
344111,2,1,2,50,13,14,1,1
344315,1,1,1,63,9,4,5,1
344315,2,1,1,60,7,4,5,1
344367,1,1,1,50,9,7,5,1
344367,2,1,1,55,11,7,1,1
344529,1,1,1,37,10,15,7,1
344529,2,1,1,34,10,15,1,1
344532,1,1,2,54,12,13,1,1
344532,2,1,1,48,10,13,1,1
344612,1,1,1,50,5,1,7,1
344612,2,1,1,52,10,1,4,1
344911,1,1,2,52,9,12,1,1
344911,2,1,2,52,14,12,2,1
345214,1,1,1,53,12,15,2,1
345214,2,1,2,56,13,15,4,1
345482,1,1,2,64,9,12,5,1
345482,2,1,2,64,9,12,5,1
345558,1,1,1,43,13,17,4,1
345558,2,1,1,33,12,17,1,1
345762,1,1,1,63,9,14,1,1
345762,2,1,1,61,9,14,5,1
345776,1,1,1,57,8,19,1,1
345776,2,1,1,58,13,19,4,1
345906,1,1,1,59,11,17,1,1
345906,2,1,2,60,12,17,1,1
345935,1,2,1,29,9,10,1,1
345935,2,2,1,25,10,10,1,1
346086,1,1,1,48,12,16,2,1
346086,2,1,2,46,12,16,2,1
346210,1,1,1,40,9,10,1,0
346210,2,1,1,45,9,10,3,0
346533,1,1,2,34,12,14,1,1
346533,2,1,1,30,13,14,1,1
346562,1,1,1,48,12,15,1,1
346562,2,1,1,43,11,15,7,1
346590,1,1,2,32,10,13,1,1
346590,2,1,1,33,12,13,1,1
346655,1,1,1,47,9,13,1,1
346655,2,1,1,46,9,13,1,1
346763,1,1,2,44,12,9,1,1
346763,2,1,1,42,11,9,3,1
347610,1,1,4,43,14,16,1,1
347610,2,1,1,41,10,16,1,1
347736,1,1,1,58,14,16,5,1
347736,2,1,1,57,13,16,5,1
347996,1,1,1,32,13,15,1,1
347996,2,1,1,32,12,15,7,1
348035,1,1,1,40,13,12,7,1
348035,2,1,1,38,12,12,1,1
349270,1,1,1,22,7,8,1,0
349270,2,1,1,22,9,8,1,0
350026,1,1,2,37,13,13,3,1
350026,2,1,1,37,10,13,2,1
350471,1,1,1,40,10,12,1,1
350471,2,1,1,30,9,12,7,1
350948,1,1,3,34,8,7,2,1
350948,2,1,2,41,10,7,7,1
351023,1,1,1,46,8,13,6,1
351023,2,1,2,51,12,13,1,1
351435,1,1,2,30,10,11,1,1
351435,2,1,2,35,9,11,4,1
351574,1,2,1,36,7,7,6,1
351574,2,2,1,39,9,7,7,1
352051,1,1,1,41,9,12,1,1
352051,2,1,2,46,9,12,4,1
352175,1,1,2,41,9,13,1,1
352175,2,1,2,46,9,13,7,1
352184,1,1,1,59,9,15,5,1
352184,2,1,1,52,9,15,5,1
352248,1,1,1,48,10,16,1,1
352248,2,1,1,48,9,16,1,1
352277,1,2,1,35,12,14,1,1
352277,2,2,1,35,12,14,1,1
352300,1,1,1,27,13,16,1,1
352300,2,1,1,27,12,16,1,1
352473,1,1,1,54,6,3,2,1
352473,2,1,2,50,9,3,4,1
352751,1,1,1,54,12,13,1,1
352751,2,1,1,53,10,13,1,1
353008,1,1,2,51,12,18,2,1
353008,2,1,1,49,13,18,1,1
353011,1,1,1,60,12,19,1,1
353011,2,1,2,53,11,19,7,1
353044,1,1,1,45,12,15,1,1
353044,2,1,2,41,10,15,7,1
353157,1,2,2,44,12,15,1,1
353157,2,2,1,47,13,15,1,1
353303,1,1,1,50,9,12,1,0
353303,2,1,1,47,9,12,1,0
353407,1,1,1,58,12,13,1,1
353407,2,1,1,51,10,13,1,1
354040,1,1,1,33,10,13,1,1
354040,2,1,2,30,10,13,7,1
354869,1,1,1,33,12,8,1,1
354869,2,1,1,31,12,8,7,1
355556,1,1,1,47,11,8,2,0
355556,2,1,2,42,10,8,1,0
355684,1,1,1,39,11,13,1,1
355684,2,1,1,43,11,13,7,1
355747,1,1,1,55,11,14,1,0
355747,2,1,2,54,9,14,7,0
356027,1,1,1,60,12,18,1,1
356027,2,1,1,61,10,18,5,1
356184,1,1,1,35,12,16,1,1
356184,2,1,1,29,12,16,1,1
356364,1,1,1,56,14,19,1,1
356364,2,1,3,54,14,19,1,1
356383,1,1,1,41,9,14,2,1
356383,2,1,2,47,12,14,2,1
356655,1,1,1,62,10,13,1,0
356655,2,1,1,61,9,13,6,0
356827,1,1,1,62,10,10,2,1
356827,2,1,1,61,9,10,7,1
356996,1,1,1,40,6,5,6,0
356996,2,1,1,43,6,5,1,0
357137,1,1,1,50,11,14,5,1
357137,2,1,1,44,11,14,1,1
357573,1,1,1,29,9,7,1,1
357573,2,1,1,30,10,7,7,1
357736,1,1,1,61,11,13,5,1
357736,2,1,2,58,10,13,5,1
357750,1,1,3,64,10,16,1,1
357750,2,1,2,63,12,16,5,1
357755,1,1,1,34,12,17,1,1
357755,2,1,1,35,13,17,1,1
357814,1,1,1,33,12,17,1,1
357814,2,1,1,35,12,17,1,1
357979,1,1,1,30,10,6,7,1
357979,2,1,1,25,10,6,7,1
358173,1,1,1,58,4,4,6,1
358173,2,1,1,63,4,4,6,1
358300,1,1,2,38,12,18,2,1
358300,2,1,1,39,12,18,1,1
358878,1,1,1,57,10,18,2,1
358878,2,1,1,52,14,18,1,1
358994,1,1,3,59,10,11,6,1
358994,2,1,2,55,11,11,1,1
359161,1,2,1,50,9,13,1,0
359161,2,2,1,42,9,13,1,0
359312,1,1,1,36,11,8,1,1
359312,2,1,1,34,10,8,7,1
359460,1,1,1,61,8,6,6,0
359460,2,1,1,53,9,6,3,0
359593,1,1,2,56,10,15,2,1
359593,2,1,1,51,11,15,1,1
359752,1,1,2,55,14,16,1,1
359752,2,1,3,48,12,16,7,1
360119,1,1,2,41,9,3,2,0
360119,2,1,1,38,6,3,4,0
360187,1,1,1,58,10,11,1,1
360187,2,1,1,55,12,11,1,1
360436,1,1,2,40,9,15,1,1
360436,2,1,2,44,10,15,1,1
360448,1,1,2,53,9,11,5,1
360448,2,1,2,45,9,11,1,1
360688,1,1,2,55,11,14,2,1
360688,2,1,2,53,9,14,1,1
360725,1,1,2,52,9,13,7,1
360725,2,1,2,48,12,13,1,1
361207,1,1,2,54,10,15,1,1
361207,2,1,2,53,10,15,1,1
361598,1,1,2,43,12,16,1,1
361598,2,1,1,38,10,16,7,1
361774,1,1,1,40,12,18,1,1
361774,2,1,1,44,13,18,1,1
361782,1,1,1,31,9,11,1,1
361782,2,1,1,30,9,11,7,1
361806,1,2,1,26,9,6,7,1
361806,2,2,2,29,10,6,1,1
361846,1,1,1,36,12,11,1,1
361846,2,1,1,36,12,11,7,1
361868,1,1,1,40,12,16,1,1
361868,2,1,1,33,13,16,1,1
361930,1,1,1,27,12,13,1,1
361930,2,1,1,27,12,13,1,1
361947,1,1,1,36,7,11,1,1
361947,2,1,2,35,9,11,7,1
362007,1,1,1,42,13,12,1,1
362007,2,1,1,41,10,12,7,1
362029,1,1,2,34,10,15,3,1
362029,2,1,2,28,9,15,1,1
362166,1,1,1,34,14,19,1,1
362166,2,1,3,35,10,19,7,1
362175,1,1,2,44,12,15,1,1
362175,2,1,2,36,12,15,7,1
362198,1,1,2,62,12,9,5,1
362198,2,1,2,57,10,9,6,1
362224,1,1,5,27,10,13,1,1
362224,2,1,5,28,9,13,1,1
362282,1,1,3,62,11,11,4,1
362282,2,1,4,61,4,11,7,1
362356,1,1,2,41,11,15,1,1
362356,2,1,2,37,10,15,7,1
362554,1,1,1,60,9,15,1,1
362554,2,1,1,59,9,15,1,1
362559,1,1,1,43,9,4,2,1
362559,2,1,1,40,10,4,7,1
362618,1,2,4,40,9,10,7,1
362618,2,2,4,39,10,10,1,1
362653,1,1,1,48,8,13,4,1
362653,2,1,1,46,9,13,7,1
362742,1,1,2,42,10,9,1,1
362742,2,1,2,43,9,9,2,1
362805,1,1,2,49,10,14,1,1
362805,2,1,2,45,13,14,7,1
362806,1,1,1,23,10,4,4,1
362806,2,1,1,23,10,4,1,1
362827,1,1,1,26,13,13,1,1
362827,2,1,1,26,12,13,1,1
362836,1,1,1,49,12,15,1,1
362836,2,1,1,50,13,15,1,1
363015,1,2,3,47,4,1,2,1
363015,2,2,1,48,7,1,1,1
363021,1,1,1,56,8,10,1,1
363021,2,1,4,60,11,10,6,1
363034,1,1,1,37,10,15,1,1
363034,2,1,1,37,11,15,1,1
363273,1,2,2,31,7,8,4,1
363273,2,2,3,26,10,8,1,1
363351,1,1,2,25,9,13,1,1
363351,2,1,2,25,10,13,1,1
363362,1,1,1,40,11,12,1,1
363362,2,1,1,39,11,12,4,1
363662,1,1,1,28,13,10,1,1
363662,2,1,1,27,12,10,2,1
363690,1,1,1,44,13,16,1,1
363690,2,1,2,43,13,16,1,1
363691,1,1,1,63,10,14,1,0
363691,2,1,1,62,10,14,1,0
363836,1,2,1,54,10,10,1,1
363836,2,2,2,44,9,10,1,1
363852,1,1,1,29,9,8,1,1
363852,2,1,1,29,10,8,1,1
363961,1,1,1,32,12,14,1,1
363961,2,1,1,34,12,14,1,1
363979,1,1,3,34,10,16,1,1
363979,2,1,4,28,11,16,7,1
364027,1,1,2,31,9,10,4,1
364027,2,1,2,31,10,10,7,1
364084,1,1,1,45,10,16,1,1
364084,2,1,1,41,12,16,1,1
364322,1,1,1,63,9,12,2,1
364322,2,1,1,62,7,12,1,1
364389,1,1,2,58,10,13,2,1
364389,2,1,1,57,10,13,4,1
364433,1,1,2,54,9,15,2,1
364433,2,1,2,54,13,15,2,1
364597,1,1,3,58,10,4,7,1
364597,2,1,2,56,10,4,7,1
364923,1,1,1,63,13,13,5,1
364923,2,1,1,60,13,13,5,1
366168,1,1,1,63,13,19,1,1
366168,2,1,1,59,12,19,5,1
366585,1,1,1,60,12,19,5,1
366585,2,1,1,61,13,19,5,1
366748,1,1,1,28,13,11,1,1
366748,2,1,1,23,10,11,7,1
368324,1,2,1,49,6,7,6,0
